Country,Incident #,Incident City,Incident Date,Incident Description,Incident Type,Incident Type Code,Incident ZipCode,State,Station,Station City,Station ZipCode,Distance,Incident Position,Station Position,Time to Arrival (s),Time to Dispatch (s),Time to Dispatch Target (s),Time to En Route (s),Time to En Route Target (s)
United States,21064362,Atlanta,3/10/2022 12:07:00 AM,Detailed description of the incident #21064362,vehicle fire,F34,30318,GA,AFRD Station 22,Atlanta,30318,1.016653863,Point,Point,300,120,240,120,300
United States,21077591,Atlanta,5/5/2022 12:12:00 AM,Detailed description of the incident #21077591,fire alarm (assembly),F3A,30318,GA,AFRD Station 22,Atlanta,30318,1.202316723,Point,Point,300,0,240,120,300
United States,21092872,Atlanta,6/24/2022 10:35:00 AM,Detailed description of the incident #21092872,fire alarm (assembly),F3A,30318,GA,AFRD Station 22,Atlanta,30318,1.096476585,Point,Point,300,60,240,120,300
United States,21088783,Atlanta,6/6/2022 12:29:00 AM,Detailed description of the incident #21088783,fire alarm (assembly),F3A,30318,GA,AFRD Station 22,Atlanta,30318,1.202316723,Point,Point,300,60,240,120,300
United States,21088280,Atlanta,6/3/2022 6:07:00 PM,Detailed description of the incident #21088280,fire alarm (assembly),F3A,30318,GA,AFRD Station 22,Atlanta,30318,1.096476585,Point,Point,360,0,240,120,300
United States,21064357,Atlanta,3/9/2022 11:44:00 PM,Detailed description of the incident #21064357,fire alarm (assembly),F3A,30318,GA,AFRD Station 22,Atlanta,30318,1.096476585,Point,Point,360,60,240,120,300
United States,21079490,Atlanta,5/14/2022 6:00:00 AM,Detailed description of the incident #21079490,fire alarm (assembly),F3A,30318,GA,AFRD Station 22,Atlanta,30318,0.608467881,Point,Point,360,180,240,120,300
United States,21011740,Atlanta,12/21/2021 7:55:00 AM,Detailed description of the incident #21011740,fire alarm (assembly),F3A,30318,GA,AFRD Station 22,Atlanta,30318,0.228921573,Point,Point,420,0,240,120,300
United States,21078475,Atlanta,5/9/2022 3:44:00 PM,Detailed description of the incident #21078475,fire alarm (assembly),F3A,30318,GA,AFRD Station 22,Atlanta,30318,0.494320100,Point,Point,420,540,240,120,300
United States,21080903,Atlanta,5/20/2022 5:58:00 PM,Detailed description of the incident #21080903,fire alarm (assembly),F3A,30318,GA,AFRD Station 22,Atlanta,30318,0.865444575,Point,Point,480,0,240,120,300
United States,21067237,Atlanta,3/21/2022 12:18:00 PM,Detailed description of the incident #21067237,fire alarm (assembly),F3A,30318,GA,AFRD Station 22,Atlanta,30318,0.864877366,Point,Point,480,300,240,120,300
United States,22003955,Atlanta,7/17/2022 3:05:00 PM,Detailed description of the incident #22003955,fire alarm (assembly),F3A,30318,GA,AFRD Station 22,Atlanta,30318,0.864877366,Point,Point,540,120,240,120,300
United States,21046407,Atlanta,1/6/2022 9:44:00 AM,Detailed description of the incident #21046407,odor of gas/smoke or unknown,F93,30318,GA,AFRD Station 22,Atlanta,30318,0.195474542,Point,Point,540,0,240,120,300
United States,21055495,Atlanta,2/6/2022 6:01:00 AM,Detailed description of the incident #21055495,odor of gas/smoke or unknown,F93,30318,GA,AFRD Station 22,Atlanta,30318,0.493055441,Point,Point,660,60,240,120,300
United States,21003891,Atlanta,11/23/2021 2:32:00 AM,Detailed description of the incident #21003891,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.035339172,Point,Point,60,0,240,120,300
United States,22006470,Atlanta,7/30/2022 4:39:00 PM,Detailed description of the incident #22006470,fire (garbage/trash/dumpster),F33G,30318,GA,AFRD Station 23,Atlanta,30318,0.878545308,Point,Point,120,120,240,120,300
United States,21077460,Atlanta,5/4/2022 9:25:00 AM,Detailed description of the incident #21077460,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.929118028,Point,Point,120,0,240,120,300
United States,21066227,Atlanta,3/17/2022 1:22:00 PM,Detailed description of the incident #21066227,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.941658764,Point,Point,120,0,240,120,300
United States,21071401,Atlanta,4/7/2022 7:10:00 PM,Detailed description of the incident #21071401,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.710753783,Point,Point,120,60,240,120,300
United States,21089885,Atlanta,6/11/2022 3:36:00 AM,Detailed description of the incident #21089885,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.464677926,Point,Point,120,60,240,120,300
United States,21064805,Atlanta,3/11/2022 8:35:00 PM,Detailed description of the incident #21064805,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.430922756,Point,Point,120,60,240,120,300
United States,21009867,Atlanta,12/14/2021 11:41:00 PM,Detailed description of the incident #21009867,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.855399340,Point,Point,120,120,240,120,300
United States,21005727,Atlanta,11/30/2021 12:45:00 AM,Detailed description of the incident #21005727,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.838802887,Point,Point,180,0,240,120,300
United States,22004112,Atlanta,7/18/2022 10:33:00 AM,Detailed description of the incident #22004112,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.067829102,Point,Point,180,0,240,120,300
United States,21004976,Atlanta,11/27/2021 4:10:00 AM,Detailed description of the incident #21004976,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.710753783,Point,Point,180,60,240,120,300
United States,21077016,Atlanta,5/2/2022 7:26:00 AM,Detailed description of the incident #21077016,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.442210230,Point,Point,180,120,240,120,300
United States,21071417,Atlanta,4/7/2022 7:53:00 PM,Detailed description of the incident #21071417,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.343989031,Point,Point,180,180,240,120,300
United States,21000697,Atlanta,11/10/2021 10:44:00 AM,Detailed description of the incident #21000697,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.766739491,Point,Point,240,60,240,120,300
United States,21076484,Atlanta,4/30/2022 2:02:00 AM,Detailed description of the incident #21076484,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.052130662,Point,Point,240,60,240,120,300
United States,21069148,Atlanta,3/29/2022 1:24:00 PM,Detailed description of the incident #21069148,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.329000110,Point,Point,240,60,240,120,300
United States,21049792,Atlanta,1/18/2022 12:14:00 AM,Detailed description of the incident #21049792,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.464677926,Point,Point,240,60,240,120,300
United States,21089533,Atlanta,6/9/2022 2:56:00 PM,Detailed description of the incident #21089533,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.464677926,Point,Point,240,60,240,120,300
United States,21080290,Atlanta,5/17/2022 11:57:00 PM,Detailed description of the incident #21080290,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.501818509,Point,Point,240,120,240,120,300
United States,21005218,Atlanta,11/28/2021 2:09:00 AM,Detailed description of the incident #21005218,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.710753783,Point,Point,240,120,240,120,300
United States,21051413,Atlanta,1/23/2022 6:45:00 AM,Detailed description of the incident #21051413,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.894725692,Point,Point,240,120,240,120,300
United States,21066384,Atlanta,3/18/2022 3:14:00 AM,Detailed description of the incident #21066384,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.230867571,Point,Point,240,180,240,120,300
United States,21075616,Atlanta,4/26/2022 3:39:00 AM,Detailed description of the incident #21075616,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.155244650,Point,Point,240,600,240,120,300
United States,21004990,Atlanta,11/27/2021 5:35:00 AM,Detailed description of the incident #21004990,odor of gas/smoke or unknown,F93,30318,GA,AFRD Station 23,Atlanta,30318,0.799913837,Point,Point,240,60,240,120,300
United States,21001548,Atlanta,11/13/2021 9:36:00 PM,Detailed description of the incident #21001548,vehicle fire,F34,30318,GA,AFRD Station 23,Atlanta,30318,1.019697949,Point,Point,300,0,240,120,300
United States,21002754,Atlanta,11/19/2021 12:58:00 AM,Detailed description of the incident #21002754,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 23,Atlanta,30318,0.264273853,Point,Point,300,360,240,120,300
United States,21050118,Atlanta,1/19/2022 2:27:00 AM,Detailed description of the incident #21050118,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.518784454,Point,Point,300,0,240,120,300
United States,21057161,Atlanta,2/11/2022 11:01:00 PM,Detailed description of the incident #21057161,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.220451846,Point,Point,300,0,240,120,300
United States,21059181,Atlanta,2/18/2022 12:42:00 PM,Detailed description of the incident #21059181,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.848486537,Point,Point,300,0,240,120,300
United States,21003465,Atlanta,11/21/2021 2:35:00 PM,Detailed description of the incident #21003465,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.265753900,Point,Point,300,60,240,120,300
United States,21063913,Atlanta,3/8/2022 7:56:00 AM,Detailed description of the incident #21063913,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.316677859,Point,Point,300,60,240,120,300
United States,22000107,Atlanta,7/2/2022 5:22:00 AM,Detailed description of the incident #22000107,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.036699424,Point,Point,300,60,240,120,300
United States,21054101,Atlanta,2/1/2022 10:39:00 AM,Detailed description of the incident #21054101,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.506002598,Point,Point,300,60,240,120,300
United States,21080162,Atlanta,5/17/2022 11:53:00 AM,Detailed description of the incident #21080162,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.799913837,Point,Point,300,120,240,120,300
United States,21001833,Atlanta,11/14/2021 10:46:00 PM,Detailed description of the incident #21001833,odor of gas/smoke or unknown,F93,30318,GA,AFRD Station 23,Atlanta,30318,1.193152572,Point,Point,300,120,240,120,300
United States,21077233,Atlanta,5/3/2022 6:24:00 AM,Detailed description of the incident #21077233,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.359404633,Point,Point,360,60,240,120,300
United States,21056039,Atlanta,2/8/2022 3:48:00 AM,Detailed description of the incident #21056039,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.771217424,Point,Point,360,120,240,120,300
United States,21010183,Atlanta,12/16/2021 5:48:00 AM,Detailed description of the incident #21010183,odor of gas/smoke or unknown,F93,30318,GA,AFRD Station 23,Atlanta,30318,1.155321374,Point,Point,360,60,240,120,300
United States,21068619,Atlanta,3/27/2022 12:40:00 AM,Detailed description of the incident #21068619,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 23,Atlanta,30318,1.343989031,Point,Point,420,120,240,120,300
United States,21061486,Atlanta,2/26/2022 5:22:00 PM,Detailed description of the incident #21061486,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 23,Atlanta,30318,3.673680612,Point,Point,420,840,240,120,300
United States,21004724,Atlanta,11/26/2021 9:51:00 AM,Detailed description of the incident #21004724,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.155244650,Point,Point,420,0,240,120,300
United States,21062903,Atlanta,3/4/2022 9:52:00 AM,Detailed description of the incident #21062903,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.894725692,Point,Point,420,0,240,120,300
United States,22003652,Atlanta,7/16/2022 10:38:00 AM,Detailed description of the incident #22003652,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.011605171,Point,Point,420,0,240,120,300
United States,21009058,Atlanta,12/12/2021 2:42:00 AM,Detailed description of the incident #21009058,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.426675055,Point,Point,420,60,240,120,300
United States,22005044,Atlanta,7/23/2022 3:27:00 AM,Detailed description of the incident #22005044,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.826667342,Point,Point,420,60,240,120,300
United States,21081452,Atlanta,5/23/2022 6:29:00 AM,Detailed description of the incident #21081452,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.314968169,Point,Point,420,60,240,120,300
United States,21079558,Atlanta,5/14/2022 1:01:00 PM,Detailed description of the incident #21079558,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.492929351,Point,Point,420,60,240,120,300
United States,21002767,Atlanta,11/19/2021 1:55:00 AM,Detailed description of the incident #21002767,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.774996876,Point,Point,420,60,240,120,300
United States,21067859,Atlanta,3/23/2022 8:08:00 PM,Detailed description of the incident #21067859,gas leak - natural gas,F80N,30318,GA,AFRD Station 23,Atlanta,30318,0.799913837,Point,Point,420,180,240,120,300
United States,21061092,Atlanta,2/25/2022 4:40:00 AM,Detailed description of the incident #21061092,odor of gas/smoke or unknown,F93,30318,GA,AFRD Station 23,Atlanta,30318,3.768030495,Point,Point,420,180,240,120,300
United States,21043107,Atlanta,12/25/2021 8:34:00 AM,Detailed description of the incident #21043107,odor of gas/smoke or unknown,F93,30318,GA,AFRD Station 23,Atlanta,30318,1.193152572,Point,Point,420,240,240,120,300
United States,21088652,Atlanta,6/5/2022 9:01:00 AM,Detailed description of the incident #21088652,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 23,Atlanta,30318,3.673680612,Point,Point,480,120,240,120,300
United States,21081377,Atlanta,5/22/2022 8:19:00 PM,Detailed description of the incident #21081377,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 23,Atlanta,30318,2.981011752,Point,Point,480,180,240,120,300
United States,21068191,Atlanta,3/25/2022 8:32:00 AM,Detailed description of the incident #21068191,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.180737605,Point,Point,480,0,240,120,300
United States,21072229,Atlanta,4/11/2022 5:16:00 AM,Detailed description of the incident #21072229,odor of gas/smoke or unknown,F93,30318,GA,AFRD Station 23,Atlanta,30318,0.894725692,Point,Point,480,60,240,120,300
United States,22004624,Atlanta,7/21/2022 1:19:00 AM,Detailed description of the incident #22004624,vehicle fire,F34,30318,GA,AFRD Station 23,Atlanta,30318,3.635367534,Point,Point,540,120,240,120,300
United States,21056865,Atlanta,2/10/2022 11:17:00 PM,Detailed description of the incident #21056865,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,1.136383077,Point,Point,540,120,240,120,300
United States,21062583,Atlanta,3/2/2022 11:58:00 PM,Detailed description of the incident #21062583,fire alarm (assembly),F3A,30318,GA,AFRD Station 23,Atlanta,30318,0.430922756,Point,Point,600,60,240,120,300
United States,21093871,Atlanta,6/28/2022 6:06:00 PM,Detailed description of the incident #21093871,gas leak - natural gas,F80N,30318,GA,AFRD Station 23,Atlanta,30318,1.198308383,Point,Point,720,180,240,120,300
United States,22001562,Atlanta,7/7/2022 12:11:00 PM,Detailed description of the incident #22001562,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 23,Atlanta,30318,2.780377466,Point,Point,960,300,240,120,300
United States,21053602,Atlanta,1/30/2022 3:17:00 PM,Detailed description of the incident #21053602,vehicle fire,F34,30318,GA,AFRD Station 23,Atlanta,30318,0.695810901,Point,Point,1020,120,240,120,300
United States,21092649,Atlanta,6/23/2022 11:16:00 AM,Detailed description of the incident #21092649,vehicle fire,F34,30318,GA,AFRD Station 28,Atlanta,30318,0.652648116,Point,Point,180,120,240,120,300
United States,21089551,Atlanta,6/9/2022 4:34:00 PM,Detailed description of the incident #21089551,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 28,Atlanta,30318,0.403242241,Point,Point,180,180,240,120,300
United States,21053856,Atlanta,1/31/2022 3:08:00 PM,Detailed description of the incident #21053856,fire alarm (assembly),F3A,30318,GA,AFRD Station 28,Atlanta,30318,1.008495475,Point,Point,180,60,240,120,300
United States,21053844,Atlanta,1/31/2022 2:23:00 PM,Detailed description of the incident #21053844,odor of gas/smoke or unknown,F93,30318,GA,AFRD Station 28,Atlanta,30318,0.361119626,Point,Point,180,60,240,120,300
United States,21071254,Atlanta,4/7/2022 8:26:00 AM,Detailed description of the incident #21071254,odor of gas/smoke or unknown,F93,30318,GA,AFRD Station 28,Atlanta,30318,0.449258786,Point,Point,180,120,240,120,300
United States,21063843,Atlanta,3/7/2022 10:45:00 PM,Detailed description of the incident #21063843,fire alarm (assembly),F3A,30318,GA,AFRD Station 28,Atlanta,30318,0.572151589,Point,Point,240,60,240,120,300
United States,21045315,Atlanta,1/2/2022 2:14:00 PM,Detailed description of the incident #21045315,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 28,Atlanta,30318,1.426934229,Point,Point,300,0,240,120,300
United States,21090255,Atlanta,6/12/2022 4:37:00 PM,Detailed description of the incident #21090255,check and advise,F95,30318,GA,AFRD Station 28,Atlanta,30318,0.577165592,Point,Point,300,60,240,120,300
United States,21051645,Atlanta,1/24/2022 1:37:00 AM,Detailed description of the incident #21051645,fire (business),F33B,30318,GA,AFRD Station 28,Atlanta,30318,0.583245384,Point,Point,420,60,240,120,300
United States,21045436,Atlanta,1/2/2022 9:01:00 PM,Detailed description of the incident #21045436,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 28,Atlanta,30318,0.976710843,Point,Point,420,0,240,120,300
United States,21067424,Atlanta,3/22/2022 3:20:00 AM,Detailed description of the incident #21067424,fire alarm (assembly),F3A,30318,GA,AFRD Station 28,Atlanta,30318,0.464448862,Point,Point,420,60,240,120,300
United States,22003433,Atlanta,7/15/2022 2:53:00 PM,Detailed description of the incident #22003433,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 28,Atlanta,30318,1.797276550,Point,Point,480,60,240,120,300
United States,21049236,Atlanta,1/16/2022 12:11:00 AM,Detailed description of the incident #21049236,fire alarm (assembly),F3A,30318,GA,AFRD Station 28,Atlanta,30318,0.751924806,Point,Point,660,120,240,120,300
United States,21072358,Atlanta,4/11/2022 4:17:00 PM,Detailed description of the incident #21072358,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 38,Atlanta,30318,0.561086178,Point,Point,120,120,240,120,300
United States,21073667,Atlanta,4/17/2022 7:46:00 AM,Detailed description of the incident #21073667,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 38,Atlanta,30318,0.644877760,Point,Point,120,360,240,120,300
United States,21048535,Atlanta,1/13/2022 7:56:00 PM,Detailed description of the incident #21048535,fire (dwelling) (city only),F33D,30318,GA,AFRD Station 38,Atlanta,30318,1.079818032,Point,Point,180,120,240,120,300
United States,21057646,Atlanta,2/13/2022 1:24:00 PM,Detailed description of the incident #21057646,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,1.537215752,Point,Point,180,0,240,120,300
United States,21075934,Atlanta,4/27/2022 4:14:00 PM,Detailed description of the incident #21075934,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,1.045638606,Point,Point,180,0,240,120,300
United States,21073535,Atlanta,4/16/2022 7:20:00 PM,Detailed description of the incident #21073535,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,1.103179395,Point,Point,180,60,240,120,300
United States,21011673,Atlanta,12/20/2021 11:48:00 PM,Detailed description of the incident #21011673,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,1.190031413,Point,Point,180,60,240,120,300
United States,21058450,Atlanta,2/16/2022 7:57:00 AM,Detailed description of the incident #21058450,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,1.328926266,Point,Point,180,60,240,120,300
United States,21073546,Atlanta,4/16/2022 8:12:00 PM,Detailed description of the incident #21073546,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,0.432097204,Point,Point,180,60,240,120,300
United States,21047827,Atlanta,1/11/2022 7:44:00 AM,Detailed description of the incident #21047827,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,0.780420517,Point,Point,180,120,240,120,300
United States,21062534,Atlanta,3/2/2022 7:50:00 PM,Detailed description of the incident #21062534,odor of gas/smoke or unknown,F93,30318,GA,AFRD Station 38,Atlanta,30318,1.099035206,Point,Point,180,60,240,120,300
United States,22001731,Atlanta,7/8/2022 6:32:00 AM,Detailed description of the incident #22001731,fire (business),F33B,30318,GA,AFRD Station 38,Atlanta,30318,0.611862211,Point,Point,240,120,240,120,300
United States,21057066,Atlanta,2/11/2022 4:58:00 PM,Detailed description of the incident #21057066,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 38,Atlanta,30318,1.685769059,Point,Point,240,180,240,120,300
United States,21087339,Atlanta,5/30/2022 11:16:00 AM,Detailed description of the incident #21087339,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,0.798432655,Point,Point,240,0,240,120,300
United States,21079897,Atlanta,5/16/2022 5:33:00 AM,Detailed description of the incident #21079897,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,1.359769770,Point,Point,240,60,240,120,300
United States,21002777,Atlanta,11/19/2021 3:10:00 AM,Detailed description of the incident #21002777,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,0.432097204,Point,Point,240,60,240,120,300
United States,21009847,Atlanta,12/14/2021 9:30:00 PM,Detailed description of the incident #21009847,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,0.432097204,Point,Point,240,60,240,120,300
United States,21074700,Atlanta,4/22/2022 12:25:00 AM,Detailed description of the incident #21074700,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,0.432097204,Point,Point,240,60,240,120,300
United States,22003099,Atlanta,7/14/2022 7:52:00 AM,Detailed description of the incident #22003099,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,1.221735613,Point,Point,360,0,240,120,300
United States,21059385,Atlanta,2/19/2022 2:30:00 AM,Detailed description of the incident #21059385,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,1.089325550,Point,Point,360,120,240,120,300
United States,21056866,Atlanta,2/10/2022 11:22:00 PM,Detailed description of the incident #21056866,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,0.567177743,Point,Point,420,60,240,120,300
United States,21078705,Atlanta,5/10/2022 5:05:00 PM,Detailed description of the incident #21078705,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,1.089325550,Point,Point,420,60,240,120,300
United States,21068775,Atlanta,3/27/2022 7:58:00 PM,Detailed description of the incident #21068775,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,0.432097204,Point,Point,420,60,240,120,300
United States,21003200,Atlanta,11/20/2021 3:49:00 PM,Detailed description of the incident #21003200,odor of gas/smoke or unknown,F93,30318,GA,AFRD Station 38,Atlanta,30318,0.503877414,Point,Point,420,60,240,120,300
United States,21045289,Atlanta,1/2/2022 12:12:00 PM,Detailed description of the incident #21045289,grass/brush fire/outside burning,F35,30318,GA,AFRD Station 38,Atlanta,30318,0.974437251,Point,Point,480,0,240,120,300
United States,21010061,Atlanta,12/15/2021 5:55:00 PM,Detailed description of the incident #21010061,vehicle fire,F34,30318,GA,AFRD Station 38,Atlanta,30318,0.657634995,Point,Point,540,240,240,120,300
United States,21079348,Atlanta,5/13/2022 2:34:00 PM,Detailed description of the incident #21079348,fire alarm (assembly),F3A,30318,GA,AFRD Station 38,Atlanta,30318,1.359769770,Point,Point,600,60,240,120,300
United States,21049356,Atlanta,1/16/2022 12:30:00 PM,Detailed description of the incident #21049356,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,0.706537432,Point,Point,120,0,240,120,300
United States,21060203,Atlanta,2/22/2022 12:07:00 AM,Detailed description of the incident #21060203,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,0.706537432,Point,Point,120,60,240,120,300
United States,21048185,Atlanta,1/12/2022 4:27:00 PM,Detailed description of the incident #21048185,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,0.957961496,Point,Point,180,0,240,120,300
United States,21079196,Atlanta,5/12/2022 8:54:00 PM,Detailed description of the incident #21079196,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,0.386249293,Point,Point,180,60,240,120,300
United States,21067991,Atlanta,3/24/2022 11:15:00 AM,Detailed description of the incident #21067991,vehicle fire,F34,30318,GA,AFRD Station 8,Atlanta,30318,1.239814680,Point,Point,240,60,240,120,300
United States,21045483,Atlanta,1/2/2022 10:34:00 PM,Detailed description of the incident #21045483,vehicle fire,F34,30318,GA,AFRD Station 8,Atlanta,30318,0.468590431,Point,Point,240,240,240,120,300
United States,21047673,Atlanta,1/10/2022 4:02:00 PM,Detailed description of the incident #21047673,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,0.490922292,Point,Point,240,60,240,120,300
United States,21068875,Atlanta,3/28/2022 10:54:00 AM,Detailed description of the incident #21068875,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,1.267884777,Point,Point,240,60,240,120,300
United States,21093116,Atlanta,6/25/2022 4:05:00 PM,Detailed description of the incident #21093116,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,1.667524301,Point,Point,240,60,240,120,300
United States,21010469,Atlanta,12/17/2021 4:30:00 AM,Detailed description of the incident #21010469,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,0.455980325,Point,Point,240,60,240,120,300
United States,21052219,Atlanta,1/25/2022 8:54:00 PM,Detailed description of the incident #21052219,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,0.825744927,Point,Point,240,180,240,120,300
United States,21000936,Atlanta,11/11/2021 1:14:00 PM,Detailed description of the incident #21000936,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,1.009681301,Point,Point,240,180,240,120,300
United States,22004833,Atlanta,7/22/2022 1:23:00 AM,Detailed description of the incident #22004833,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,1.214619603,Point,Point,300,120,240,120,300
United States,22004301,Atlanta,7/19/2022 11:58:00 AM,Detailed description of the incident #22004301,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,0.990661077,Point,Point,300,180,240,120,300
United States,21045817,Atlanta,1/3/2022 10:53:00 PM,Detailed description of the incident #21045817,fire (garbage/trash/dumpster),F33G,30318,GA,AFRD Station 8,Atlanta,30318,1.188845522,Point,Point,360,120,240,120,300
United States,21067653,Atlanta,3/23/2022 2:55:00 AM,Detailed description of the incident #21067653,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,1.295039897,Point,Point,360,0,240,120,300
United States,21046240,Atlanta,1/5/2022 4:25:00 PM,Detailed description of the incident #21046240,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,1.428219557,Point,Point,360,60,240,120,300
United States,21004020,Atlanta,11/23/2021 3:16:00 PM,Detailed description of the incident #21004020,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,1.409853724,Point,Point,360,120,240,120,300
United States,21091142,Atlanta,6/16/2022 8:34:00 PM,Detailed description of the incident #21091142,fire alarm (assembly),F3A,30318,GA,AFRD Station 8,Atlanta,30318,1.086142833,Point,Point,360,120,240,120,300
